,funny,user_id,review_id,text,business_id,stars,date,useful,type,cool
2195050,0,LIl5ldM4RZ7gPjrO9Rf2Kw,h7QgZCn_leUqAYC7ZyDG0w,Not impressed with the burgers or sushi. we went because of all of the hype. I've travelled all over and eaten in many different place so I have had my fare share of exceptional dining and this place is not at the top. I say it mediocre. Innovative ideas but the food lacks flavor. Just BLAH.,RAh9WCQAuocM7hYM5_6tnw,2,2016-04-13,0,review,0
2195051,0,ewIg3HqnT8XQsXxxGTJPWw,YqMO5lQMgAdleoaIVUPItg,"Great bento boxes at lunch!  Although I am never able to finish them. I recommend the bento box because you get a slider size of the ""burger of the day"" and huge sushi roll with three different sides!  The crab Rangoon dip is a yummy appetizer.",RAh9WCQAuocM7hYM5_6tnw,4,2013-12-09,0,review,0
2195052,0,DdfLljWDMXtElW_xm6zOog,Gx1UzTdqop-nan05Dkv7Mw,Wonderful atmosphere and creative great food in a good area. Eat outside on a summer night.,RAh9WCQAuocM7hYM5_6tnw,5,2014-05-31,0,review,0
2195053,0,2G-Ri37rwKxxNoyoDdOR3g,nAqe72uvHLrTV4qffgHO_Q,"Cowfish was a unique blend of sushi and burgers!  We enjoyed our meals and would definitely go back! We were a bit envious of the table next to us though, as their server was very knowledgeable and explained most of the menu to them. We leaned in and listened to what their server was recommending! 
We started with the Lobster and crab spring rolls. They were excellent! I love the cilantro pesto and the Thai chili sauce that came with it!
My companion ordered the Cowfish Original Burger with a whole wheat bun. Which also gave the option to build your own! There are so many substitutions/ additions to choose from to personalize your burger! The options were limitless! He also got the crispy onion strings as his side dish. They were thinly breaded and crispy, very nice! But too much to finish! They left off the Cowfish sauce and grilled onions, so he was a bit disappointed about that! But still was a pretty good burger. 
I ordered a ""burgushi"" which was called The Nature Boy's WOOOOO-shi BuffalOOOOO-shi Roll! haha! This roll included sautéed chipotle bison, fried green tomato, grilled onions and feta cheese rolled inside, then coated with crispy tempura flakes. The roll is topped with fresh green tomato, chipotle aioli, diced tomato and red onion, and thinly sliced jalapeño pepper. It was very different and excellent! I really loved the it! We had a good experience and would recommend it!",RAh9WCQAuocM7hYM5_6tnw,4,2012-06-30,0,review,0
2195054,0,I727NjL8y7XBq-0L5MdEYw,JSWapmFiTQNQf2YMkBu2dg,"wow! wow ! wow~!
I ate here today with my boyfriend and his mother. The restaurant has the best atmosphere, artwork and unique flare. The bathrooms are something else! I love the cow fish artwork, cowfish in the aquarium and their cowfish bus! 

I love the variety, and amount of items on the menu! Sooo many good things to choose from that it took me at  least 30 minutes to narrow my selection down to two rolls. I went with simple rolls like the spicy yellowtail and the CREATE YOUR own roll ! I got salmon, with Tempura Avocado, and spicy cream sauce to die for! My boyfriend got the spicy crunch roll and his mother absolutely loved the Pimento Cheeseburger! So both the surf and turf are great! I want to go back again and again!

The service was great, thanks Joe! The manager came out and spoke to us, and gave us his card and a coupon for a free appetizer of our choice when we return! The employees are SO friendly!",RAh9WCQAuocM7hYM5_6tnw,5,2011-01-03,3,review,0
2195055,2,imGQirCh-t_Kftb4U7VuUA,6BrYfwcl8PUvzj3slwWyGw,"All right, let's get some things straight from an unbiased point-of-view:  this is not a real sushi restaurant, this cannot be the best restaurant in Charlotte, and there is nothing healthy on the menu.  It is a concept restaurant teetering on the edge of being a theme restaurant, the menu is incredibly overwhelming, and the food is heavy handed.  

All that aside, there are great items on the menu, but it needs to be thinned out a little bit.  This would have been two-stars if it weren't for the fantastic bar setup and one of the best milkshakes I've ever had (rice krispy concoction).  

I really wanted to try the ""amazing"" sushi, and I had very high expectations.  I ordered the Motherload, which offers no place for bad sushi to hide.  The roll was way too thick, loaded with cream cheese, and only tasted like the sauces and cream cheese.  I want to taste the raw fish.  The sashimi was also cut thick, which works fine for scallops and some fish varieties, but not for octopus, eel, or shrimp.  I did love the sauce with the summer roll, and the ""no rice"" option worked well to remove some of the weight.

The wine list is well thought out, and surprisingly well-priced, and the touch-big screen games built into the bar are absolutely genius (frog game conquered)!  I struggled not to order burgushi, but after seeing all the massive piles of sushi covered in red meat walk past, the guilt of my decision faded.  I once had a surf and turf roll at Wolfgang Puck's in Orlando that was perfectly poached lobster with thinly sliced, rare fillet on top w/ seaweed and ginger/siracha sauce that was perfection.  Sushi should be light, flavorful, and artistic....Cowfish is miles from that.

I've got to add that the two ""classy"" girls sitting next to me at the bar made an episode of Girls sound tame...and no, the two guys next to me were unfortunately not gay.",RAh9WCQAuocM7hYM5_6tnw,3,2013-01-16,2,review,0
2195056,0,edCPA-6lvh5wqclDBZPggQ,I-m3D_22-0Yr4fTCrT8f2g,"OMG

Best restaurant discovery in Charlotte for years. I live sushi and I love burgers, never thought to eat them together but I am really happy Cowfish did!!

They nail the burgers, we had a variety of them at our table from made to order to some of the suggested combos on the menu.

Chipotle Bison and Lamb are incredible, perfectly cooked. Love that you can sub for these or turkey for any of their burgers. The build your own selections are numerous and super duper delicious.

I got a chipotle bison burger on a brioche bun with a coconut onion ring, sautéed mushrooms, truffle cheese, with a side of the codfish sauce, it was mouthwatering.

We also tried their novel concept of burgushi, which is burger associated foods incorporated with traditional sushi ingriedients.  We tried the taste of evolution roll subbing the beef for ground lamb and it blew the whole table away with how tasty it was.

We also tried one of their Asian Fusion rolls that included crab cakes and was baked at the end before serving, it was just as good.

Finally a place that marriesmy two favorite foods!

Oh yes, always ask for what their featured brews are, we had a local Foothills Heffeweisen (sp?) which was the perfect summer beer.

And have to give major props for our waiter Dennis for guiding us through the menu, being patient with our large party, surprising my aunt with an awesome birthday dessert, and looking out for the youngest at the table, my 7 month old baby.  Ask for Dennis when you go in.

Also Megan and Rachel the hostesses were also super nice pans helpful in getting us seated as soon as possible considering how busy they were!",RAh9WCQAuocM7hYM5_6tnw,5,2012-06-13,0,review,1
2195057,0,SBi0TYUSIrct8WSTyK6DFg,Yzc78cv7NJoMy1XvEQDjzQ,"I think this place is more hype than anything else but it's still a decent place to grab lunch or dinner.

I had twice attempted to eat here on weekends during the holiday season (which was a big mistake) and was greeted with the news that there would be at least a 45 minute wait for lunch. On my third attempt, I went in March 2014 on a Friday afternoon around 2:00 and there was still at least a 20 minute wait. I chose to wait since I was a meeting a friend and had already completed my errands in the mall.

As you wait, you can watch your name inch up to the top of the list on a large projection screen that's supposed to simulate a fish tank and you also get sent a text.

I ordered the neon dion roll and was very happy with the flavors and taste. My friend ordered the bento box that included a slider (of her choice), sushi roll, cucumber salad, and other sides. Personally, I thought the bento box really gives you a bigger 'bang' for your buck and the cucumber salad is delicious!",RAh9WCQAuocM7hYM5_6tnw,3,2014-06-19,1,review,0
2195058,1,QswyyvjF3F_fbosPDp3EdQ,VXHVNXSJPdoD7vLvogoWXw,"I""ll make this nice and short. Went here on a business trip and sat at the bar with a friend. Very interesting electronic menu/display they had for everybody at the bar, something i've never seen before. We both ordered a burger, sushi as an appetizer, and dessert.

The appetizer was nice and fresh (I eat a lot of sushi so I would know). And I like how it came out on a leaf, with ice underneath it, to keep the sushi cool. The burger came next and that was mouth-watering. Fries were decent, and their fried pickles are excellent (try them if you haven't before!). The dessert... oh man, was this good or what. The chocolate mousse cake I believe.. was spectacular.

I would definitely recommend this place, but make sure to make reservations 1-2 weeks before you come if you come with a party of 4 or more! Otherwise, try your luck at the bar.",RAh9WCQAuocM7hYM5_6tnw,5,2012-03-18,0,review,0
2195059,1,nvzO7JiOtvLifFDyhq97FA,YVtrcLgujVcYnua6qpEh3g,"Horrendous service. When I eat sushi, I spend minimum of $120 for myself. Do yourself a favor and go across the street to guru",RAh9WCQAuocM7hYM5_6tnw,1,2015-12-01,0,review,0
2195060,0,WYg4ixolWB9r4xZ2YPbzJQ,VVl4e04COprID5HIKoZ1ZQ,"Charlotte's most reviewed restaurant--I wanted to see what the hype was all about! I'm all for trying new things, especially burgushi.

The restaurant is located right outside the mall in a little strip of businesses. A few parking spots are available in front of the restaurant.

Based on the pictures from other reviewers, I decided to go for The Taste Explosion burgushi. For those that are unfamiliar with burgushi, it is a sushi roll with burger ingredients inside.

First bite impression: burgushi is really good! You kinda have to get past the idea that you're eating a slider in the form of sushi though. A couple bites later, I thought to myself ""meh."" Initially, I was enthralled with the idea of sushi and burger combined, but maybe my expectations were too high? It's a unique idea that works, but I was not that impressed in the end.",RAh9WCQAuocM7hYM5_6tnw,3,2015-10-04,0,review,0
2195061,0,17qZxRhTcp_JSnEg65COkA,Gla_RVUkk0Y3Zq4xTUAP-w,"I think cowfish is overrated. There is always a long wait, they don't take reservations and there are way better sushi restaurants in Charlotte.

I do like the concept though, because if I can't make up my mind, there is always a way to get a little bit of both (the bento box is my hero, and is what I've ordered both times I've been to the cowfish because I get a little bit of burger, a little bit if sushi and I don't have to pick one or the other). Their sushi is fine, the burger is fine and I always leave satisfied.

Only three stars because I just don't think it's worth the wait.",RAh9WCQAuocM7hYM5_6tnw,3,2013-04-21,0,review,0
2195062,0,4qyfVjJItAVJEUMdchM4bw,BWmST0btBaLRcDIE8w-FHg,"First off, I love sushi and I love burgers. Combining the two...what a novel idea! My wife and had plans to try Cowfish on recommendation of a coworker. We didn't make advance reservations, so planned to go for lunch instead. I hear the wait at dinner without reservations can be 2hrs+. We waited about 10 minutes on a Saturday and sat at the bar while waiting for a table. This place has a really cool atmosphere. My wife ordered a sushi roll - the ""Neon Deon""  with mango, coconut, and avacado...one of the most different (and awesome) sushi rolls I've tried. I got the ""Burgushi"" Burger+Sushi...it was a mix of burger ingredients and sushi ingredients - also excellent! The service was attentive and fun. I would highly recommend this place and we'll be back. Just be sure to make reservations in advance, especially for dinner.",RAh9WCQAuocM7hYM5_6tnw,5,2011-10-18,1,review,0
2195063,0,Zi-Kx9HRTQw0Q5ZZuGMY2Q,GSyT4xaS1Ag99gLL69iQXA,"Well I think I just ordered wrong here so let me tell you what not to do. I got the Tuna Bacon Sandwich, which has the ""buns"" made of basically sushi rice. And it was way way way too much rice. Like I was just eating a bunch of plain dry rice.  
As an appetizer I did try a roll and I remember it being good, but that memory was overpowered by the crummy burgushi sandwich.",RAh9WCQAuocM7hYM5_6tnw,2,2013-08-24,0,review,0
2195064,0,xzWV1ONsmZCMzGIuO9EUlg,Ynae7I4mG6LQrjWF629tSw,"The onion rings are as big as your head and everything is wonderful!  If nothing else, go for drinks and the decor.  I love the paintings!",RAh9WCQAuocM7hYM5_6tnw,5,2014-08-14,0,review,0
2195065,0,9TnvGbToYpmlvJqDDRze9A,pFTGhwm5T71MCGqaqdoU5A,"We went to Cowfish at 6:00 on Sunday night.  We were greeted at the door and were informed that the wait was between 30 minutes and an hour.  This seemed a little odd for a Sunday evening.  After we placed our name on the list, we made our way to the fountain to pass the time.  The first thing we noticed was the patio had many open tables.  It looked like they were short staffed that night.  We ended up waiting for 45 minutes for our table and were seated on the patio at a table that was open for our entire wait!  Our server was helpful and courteous and summarized the long menu for us.  Overall the food was fine.  Cowfish will not be at the top of my list when dining in the SouthPark area.",RAh9WCQAuocM7hYM5_6tnw,3,2012-07-09,1,review,0
2195066,0,NUeiAopLtiyLTRk488Zbpw,kqWCqN5FaX4xH-sCVVDaoQ,"Hands down my favorite sushi restaurant in Charlotte. I am only giving 4 stars due to the always insane wait times (but I guess it is expected at this point).

The calamari, tuna tini and tuna nachos are great starters! Love the Mark's Roll and Riggs R&R. Bento boxes are perfect for a taste of everything. You definitely need to try the burgushi - it's amazing! Dessert - the chocolate cake or milkshakes are where it's at. Really can't go wrong with anything!",RAh9WCQAuocM7hYM5_6tnw,4,2014-10-21,0,review,0
2195067,0,0kevHgHX8i9mc2XTHhoDBA,C5OvQH86bDy_YVNcMVFLug,I have been to Cowfish several times. The food is always good but overpriced. Its in Southpark so they know people will pay it. My big problems are the services and the wait. The staff is mildly friendly but the often 1-2 hr wait to sit down ruins the experience. I have chosen not to go back because no matter when I go I might as well wait a while.,RAh9WCQAuocM7hYM5_6tnw,4,2015-01-11,0,review,0
2195068,0,D8OH1BDOBGP03bP7EmfFhA,CHuj3ESRh66z--ZdBD2D5g,"This place was delicious! I don't eat seafood because of allergies but I have always wanted to taste sushi. This place allowed me to do it because of something called Burgushui. It takes average foods and wraps it into a sushi roll. I made my own and it was awesome with soy paper. Chipotle Bison, Applewood Bacon, Pulled Pork and Scirracha. OMG! You must go! Our waitress wasn't good. She was making us feel rushed! I don't like that especially since we have never been there. Either way I will go back.",RAh9WCQAuocM7hYM5_6tnw,4,2014-10-11,1,review,0
2195069,0,F8T8zfZewrQnHOY2_SzpxQ,8DHTHuCHVApa95BxRsGwTQ,"I was skeptical after hearing the name, but WOW great food, drinks, and lovely atmosphere with GREAT music.

Walked in around 7pm and it was packed (not surprised). My friends and I stood at the bar until a few seats opened up, the atmosphere was very inviting and not too crammed. Our bartender was quick with our order for drinks and food. Regardless of how many people were there, he took the time to make sure we were enjoying everything and even help set up our first ever Sake bombs... I wish we got his name! 

Food was unbelievably good. Three of us shared two appetizers and were pretty full! We had the lobster and crab spring rolls, and the ahi tuna nachos. So fresh and flavorful. 

I wish I lived down here because I would go to this place every weekend if I could, thank you!",RAh9WCQAuocM7hYM5_6tnw,5,2014-09-02,0,review,0
2195070,0,jdcOF4skk75rjefgKBPIyQ,7p78gVvX8WgFSBy3ubT3RQ,Great food. This is not the cheapest spot! Drinks are overpriced but it was tasty. My burger was super fresh and I loved it. The wait will probably be long. I think the best time to go on a Saturday is around 2 to 3 pm. Pretty good service but the food is what makes this place great.,RAh9WCQAuocM7hYM5_6tnw,5,2016-11-20,0,review,0
2195071,0,cEnN_26ZLSXtHIwVfiDMqg,DeO6zqwE8bEcqLZ2QFet1Q,"Everything about this place is great other than the wait! It's almost always packed, even at weird times, but the food is unbelievable. They put in interesting twist on sushi as even those that don't like raw fish will enjoy with different types of beef and other ingredients used. They also have a make your own roll where you can put almost anything you want in it and not pay too terribly much for it. All around great place to eat!",RAh9WCQAuocM7hYM5_6tnw,5,2014-09-29,0,review,0
2195072,0,CFCTZ5vH5m-6KHwMvb1xLg,00mBhIiH2qEbs5EbEHaNlw,I went there for the first time last night and my server was SO sweet and patient with us on our first visit. The food was BEYOND fantastic and the peach sake is great! We will definitely be returning soon!,RAh9WCQAuocM7hYM5_6tnw,5,2015-09-12,0,review,0
2195073,0,kT35CUPqjLQMMjaEOXpeRA,Knj9lgHbmESP3Uq0Yn3Cog,"Place was pretty solid and unexpected in a city who calls Nascar it's home.  great combination of burgers sushi and a fusion of the two.  The rare  filet mignon and lobster sushi roll was some of the best sushi I've had.  Waitress was trying to get rid of us.. probably because the lady next to me offered me the rest of a bottle of wine, which on certain days is cheaper than 2 glasses.  be prepared to wait for seating or just try the bar.",RAh9WCQAuocM7hYM5_6tnw,5,2015-04-16,1,review,0
2195074,0,vhVT3JGF8FX9ojR9ioF6wA,hFpaGSraJ2iDzkrPKsrexw,The bento boxes are fabulous!  In fact everything we order every time we go is great and I am very picky. Tripp was a very attentive server too.,RAh9WCQAuocM7hYM5_6tnw,5,2012-04-24,0,review,0
2195075,0,QvZWD9OijX9ve-LA2JOR8w,Jtd5J_TF2mm_VRPqXlDyBA,"I've been here many times with friends for both lunch and dinner and it's been excellent every time. 
The best however was back in September when I went with my parents for lunch the day of my wedding. I wish I remembered our servers names because they were amazing. Our food was delicious as usual and when they went above and beyond after finding out i was getting married that evening. We were blown away. Incredible service.",RAh9WCQAuocM7hYM5_6tnw,5,2016-01-07,0,review,0
2195076,0,JRqMFKGxx6DnTGZrxwQZaA,VNYVF6AVOcE0auf4TWjRiw,"I have eaten here multiple times and overall good place to eat. Do expect a long wait time especially on weekends. The service here is always great, servers are nice and very helpful. The first time I went, I accidentally ordered a roll that had shellfish and didn't know it as I am allergic. The waiter noticed I wasn't eating and I didn't say anything because it was my fault. They offered me to substitute which was very nice being it was not their fault by any means.

As for the food, the burgers are unique, I think the actual burgers are ok but the flavors they add are what makes them. Their truffle fries are amazing and highly recommend. The onion rings are also good but different, they have a little sweetness due to the coconut they use in the batter. I normally don't like coconut but these were really good.

As for sushi my husband loves the marks roll and I like the build you own due to my allergies and being picky. The sushi I have had has been very good.

My favorite item are the spiked shakes, love them! Highly recommend this place for lunch or dinner.",RAh9WCQAuocM7hYM5_6tnw,4,2015-01-09,0,review,0
2195077,0,RsJ29WyrSWwcuR_ELIP4Ig,w3FSlV_Xx8qndT9VY4TtmA,"This is my first time posting a review on yelp, after eating at cowfish I knew I had to. Loved everything about this restaurant. Atmosphere was very unique and enjoyable, food was amazing!!!!, and prices were fantastic especially for the quality of ingredients and cooking that they present. Unfortunately we're out of towners, but are so hoping they set up shop near us SOON!",RAh9WCQAuocM7hYM5_6tnw,5,2015-06-21,1,review,0
2195078,0,dAqqTyTvgL0w2TwphF2OpQ,vCl_3X1GTt9qxfawd9SGUQ,We loved everything!  The crab and lobster spring rolls are equally pretty and delicious!  The sauces definitely make the dish.  The sriracha and pesto are awesome together.  I went a tad lighter and had the turkey burger with cranberries and apples.  Added feta for some saltiness and it couldn't have been better!  The burger was massive and the side of sweet potato fries was also pretty huge!  I don't remember what the boyfriend got because I was too busy gobbling mine up!  But I know there was way more than either of us could finish!  Can't wait to go back!,RAh9WCQAuocM7hYM5_6tnw,5,2016-07-10,0,review,0
2195079,0,rOL5ehzDyunlm2YHZTWfpw,HG171Gw0MwZavea6m6h9eg,"Best place for sushi! Love ""The Prime Time"" with Filet Mignon and Lobster. It's a must have in my book!",RAh9WCQAuocM7hYM5_6tnw,5,2015-04-09,0,review,0
2195080,0,9Iy269paaYw9KrNoUvRPVw,W2I0Yv1XkHInbxUZ7mhmbA,"I was looking forward to my first trip to Cowfish and it did not disappoint. It is very popular so expect it to be loud and there will most likely be a wait. We were seated on the heated patio which was quieter than the dinning room so we were happy to sit there. The server was really nice. We started with the tuna nachos. They were delicious. Instead of chips they served them on top of fried wontons. The cab Rangoon base was tasty. The tuna was fresh and served rare. I tried their regular bento box since it was my first time eating here. The burger was a nice medium rare and really tasty. I had the Philly roll was delicious. The salmon was fresh and the rice was well seasoned. They are very generous with the sides in the bento box. I changed my fries to seaweed salad. It was only a 50 cent upgrade for a huge portion of salad. The seaweed salad was not overwhelmed by sesame oil. The Thai cucumber salad was sweet, spicy, and very delicious. The edamame were good and plentiful. For dessert we tried the chocolate mouse brownie. I was most disappointed with that. It was by no means bad but it was not like it was described. It tasted like chocolate cake with mouse and whipped cream on it. I would order a different dessert next time. overall it was 5 star food and service and I would come back again.",RAh9WCQAuocM7hYM5_6tnw,5,2014-11-29,0,review,1
2195081,0,D0NK_--2_QUMMrHIsEMrTg,i7cvWPDwK354LiSsRsXruw,"We figured we would try to come on a weeknight to prevent having to wait a ridiculous amount of time for a table. Luckily the wait was only about 30 minutes (which is still crazy to me on a random weeknight!). 

The food was pretty good all the way around. I didn't want to come here and not try sushi and a burger so that's what I had. I had the philly roll sushi and the jalapeño popper show stopper burger. I was a little worried the jalapeño burger may be a bit over powering but it wasn't. The flavors all worked nicely together. My wife had the veggie burger and it looked solid as well. Nice homemade patty but she said it lacked flavor (still very good though).

Between cowfish and cowbell, both my wife and I preferred cowbell. Both are solid restaurants though. We're just being picky.",RAh9WCQAuocM7hYM5_6tnw,4,2014-05-01,2,review,0
2195082,0,1gEx8Si6rkStWBp_IXnGCw,Ftm3c-mTVvhdAG0rvGHg2A,"I can't believe I have not visited here sooner!! I loved the bar, the outside seating and the entire restaurant vibe.  I had the deliverance roll, the Greek roll, the burgershushi roll and the cucumber wrapped roll - all very good.  A great place to hang with friends and people watch.",RAh9WCQAuocM7hYM5_6tnw,5,2012-04-16,2,review,1
2195083,2,DR7KoX4alg12vwIOnKjxbg,WuUb32y7XhurSVmRdiK3Ew,"Who ever invented the sushi burger, props to you! I have never tasted anything more exquisite then a sushi roll! The wait is usually an 45 minutes to an hour or so, but it is entirely worth it. We ordered 6 rolls and didn't leave an inch of ginger on the table. I persuade you to get The Boss and the Prime Time ""Burgushi"", by far the greatest sushi I have ever had experienced. 

The service is EXCELLENT. Never were we waiting for refills or a server to clear our tables. The food came out about 10-15 minutes after ordering. Definitely coming back any chance I get! 

Keep it up Cowfish!",RAh9WCQAuocM7hYM5_6tnw,5,2014-05-11,2,review,1
2195084,0,m-9le3WWj_fkucRElGl6Gw,gkAVtQExHf08vP7me-GjGQ,"Great experience and nothing like I've ever had! Ordered the spicy shrimp as an appetizer- absolutely amazing. For the entree, ordered the taste explosion burgushi roll, and I was more then pleasantly surprised! This place is truly one of a kind!",RAh9WCQAuocM7hYM5_6tnw,5,2015-03-26,0,review,0
2195085,0,_EUYpuwoLSdGyluDLtUI8w,kmuSSE0BPO7b68AMGAGrnA,"After hearing a lot about Cowfish, we finally checked it out for lunch.  There was a 15 minute wait for a table, so we sat at the sushi bar.  

C ordered the Chinese chicken salad, and while it was very good, a few of the ingredients were not the freshest.  She enjoyed it, and would get it again.

I should know better than to have sushi anywhere but an authentic Japanese restaurant, as this was very disappointing.  As soon as I saw the rice in the yellowtail hosomaki, I could tell it was not made properly.  Overcooked (with a mushy texture) is not how it is supposed to be done.  Though it may take five years to learn how to make perfect sushi rice, I have to think a restaurant of this caliber could produce something better than what I was served.  The yellowtail was just fair.  The spicy tuna hand roll was probably the weakest one I've ever had(!)  Large, clumsy chunks of grade B tuna, a bland sauce and limp cucumber strips.....I don't think so.

Well, maybe the burgers are better..",RAh9WCQAuocM7hYM5_6tnw,2,2012-07-04,0,review,0
